symbol,name,type,leverage,inverse,category,sector,note
CELH,"Celsius Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CENN,Cenntro Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CENT,Central Garden & Pet Company - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CENX,Century Aluminum Company - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CEPF,"Cantor Equity Partners IV, Inc. - Class A Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CEPL,"Capstone Energy Plus, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CEPO,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CEPS,"Cantor Equity Partners VI, Inc. - Class A Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CEPV,"Cantor Equity Partners V, Inc. - Class A Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CERS,Cerus Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CERT,"Certara, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CETX,Cemtrex Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CETY,"Clean Energy Technologies, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CFBK,CF Bankshares Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CFFI,C&F Financial Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CFFN,"Capitol Federal Financial, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CG,The Carlyle Group Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CGC,Canopy Growth Corporation - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CGEM,"Cullinan Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CGEN,Compugen Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CGNT,Cognyte Software Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CGNX,Cognex Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CGON,"CG Oncology, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CGTL,Creative Global Technology Holdings Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CGTX,"Cognition Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHCO,City Holding Company - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHDN,"Churchill Downs, Incorporated - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHEC,Chenghe Acquisition III Co. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHEF,"The Chefs' Warehouse, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHMG,Chemung Financial Corp - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHNR,"China Natural Resources, Inc. - Common Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHR,"Cheer Holding, Inc. - Class A Ordinary Share",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHRD,Chord Energy Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHRN,ChronoScale Holdings Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHRS,"Coherus Oncology, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHSN,Chanson International Holding - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CHYM,"Chime Financial, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CIFR,Cipher Digital Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CIGI,Colliers International Group Inc. - Subordinate Voting Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CIIT,"Tianci International, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CINF,Cincinnati Financial Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CING,Cingulate Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CIRC,"Circle8 Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CISS,C3is Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CIVB,"Civista Bancshares, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLAR,Clarus Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLBK,"Columbia Financial, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLBT,Cellebrite DI Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLDX,"Celldex Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLFD,"Clearfield, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLIK,Click Holdings Limited - Ordinary Share,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLIR,ClearSign Technologies Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLMB,"Climb Global Solutions, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLMT,"Calumet, Inc - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLNE,Clean Energy Fuels Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLNN,Clene Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLOV,"Clover Health Investments, Corp. - Class A Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLPT,ClearPoint Neuro Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLRB,"Cellectar Biosciences, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLSK,"CleanSpark, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLST,"Catalyst Bancorp, Inc. - common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLWT,Euro Tech Holdings Company Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CLYM,"Climb Bio, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CMCO,Columbus McKinnon Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CMCT,Creative Media - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CMII,Columbus Circle Capital Corp II - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CMND,Clearmind Medicine Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CMPR,Cimpress plc - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CMPS,COMPASS Pathways Plc - American Depository Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CMPX,"Compass Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CMRC,"Commerce.com, Inc. - Series 1 Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CMTL,Comtech Telecommunications Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CMTV,Community Bancorp. - Common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CNCK,Coincheck Group N.V. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CNDT,Conduent Incorporated - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CNL,Collective Mining Ltd. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CNOB,"ConnectOne Bancorp, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CNSP,"CNS Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CNSY,"Cerenome, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CNTB,Connect Biopharma Holdings Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CNTN,"Canton Strategic Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CNTY,"Century Casinos, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CNVS,Cineverse Corp. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CNXU,Conexeu Sciences Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COAG,"Hemab Therapeutics Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COCO,"The Vita Coco Company, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COCP,"Cocrystal Pharma, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CODA,"Coda Octopus Group, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CODX,"Co-Diagnostics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COFS,"ChoiceOne Financial Services, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COGT,"Cogent Biosciences, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COHU,"Cohu, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COIN,"Coinbase Global, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COKE,"Coca-Cola Consolidated, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COLB,"Columbia Banking System, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COLL,"Collegium Pharmaceutical, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COLM,Columbia Sportswear Company - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CORT,Corcept Therapeutics Incorporated - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CORZ,"Core Scientific, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
COYA,"Coya Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CPBI,"Central Plains Bancshares, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CPHC,Canterbury Park Holding Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CPSH,CPS Technologies Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CPSS,"Consumer Portfolio Services, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRAI,"CRA International,Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRBP,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRBU,"Caribou Biosciences, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRCT,"Cricut, Inc. - Class A common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRDF,"Cardiff Oncology, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRDL,Cardiol Therapeutics Inc. - Class A Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRE,Cre8 Enterprise Limited - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CREX,"Creative Realities, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRGO,Freightos Limited - Ordinary shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRIS,"Curis, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRMD,CorMedix Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRML,Critical Metals Corp. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRMT,"America's Car-Mart, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRNC,Cerence Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRNT,Ceragon Networks Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRON,Cronos Group Inc. - Common Share,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CROX,"Crocs, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRSP,CRISPR Therapeutics AG - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRTO,Criteo S.A. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRUS,"Cirrus Logic, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRVL,CorVel Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRVO,CervoMed Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRWS,"Crown Crafts, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CRWV,"CoreWeave, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CSBR,"Champions Oncology, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CSHR,CoinShares PLC - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CSIQ,Canadian Solar Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CSPI,CSP Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CSTE,Caesarstone Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CSTL,"Castle Biosciences, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CSWC,Capital Southwest Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CTBI,"Community Trust Bancorp, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CTKB,"Cytek Biosciences, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CTMX,"CytomX Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CTNM,"Contineum Therapeutics, Inc. - Common stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CTNT,Cheetah Net Supply Chain Service Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CTRM,Castor Maritime Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CTRN,"Citi Trends, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CTW,CTW - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CUB,Lionheart Holdings - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CUE,"Cue Biopharma, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CULP,"Culp, Inc. - Common Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CUPR,Cuprina Holdings (Cayman) Limited - Class A Ordinary shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CURI,CuriosityStream Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CURR,Currenc Group Inc. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CV,"CapsoVision, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CVBF,CVB Financial Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CVCO,"Cavco Industries, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CVGI,"Commercial Vehicle Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CVKD,"Cadrenal Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CVLT,"Commvault Systems, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CVRX,"CVRx, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CVV,CVD Equipment Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CWBC,Community West Bancshares - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CWD,CaliberCos Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CWST,"Casella Waste Systems, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CXDO,"Crexendo, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CXII,Churchill Capital Corp XII - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CYCN,"Cyclerion Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CYN,Cyngn Inc. - Common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CYRX,"CryoPort, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CYTK,"Cytokinetics, Incorporated - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CZFS,"Citizens Financial Services, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CZNC,Citizens & Northern Corp - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CZR,"Caesars Entertainment, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
CZWI,"Citizens Community Bancorp, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DAIO,Data I/O Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DAKT,"Daktronics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DASH,"DoorDash, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DAVE,Dave Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DBCA,D. Boral Acquisition I Corp. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DBGI,"Digital Brands Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DBX,"Dropbox, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DCBO,Docebo Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DCOY,Decoy Therapeutics Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DCTH,"Delcath Systems, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DCX,Digital Currency X Technology Inc. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DDI,"DoubleDown Interactive Co., Ltd. - American Depository Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DERM,Journey Medical Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DETX,"Liberty Defense Holdings, Ltd. - Common Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DFDV,DeFi Development Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DFLI,Dragonfly Energy Holdings Corp - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DFSC,"DEFSEC Technologies Inc. - common stock, no R/S concurrent with offering",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DFTX,"Definium Therapeutics, Inc. - Common Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DGICA,"Donegal Group, Inc. - Class A Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DGICB,"Donegal Group, Inc. - Class B Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DGII,Digi International Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DGNX,Diginex Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DGXX,Digi Power X Inc. - Common Subordinate Voting Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DHC,Diversified Healthcare Trust - Common Shares of Beneficial Interest,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DIBS,"1stdibs.com, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DJCO,Daily Journal Corp. (S.C.) - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DJT,Trump Media & Technology Group Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DKI,DarkIris Inc. - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DKNG,DraftKings Inc. - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DLHC,DLH Holdings Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DLO,DLocal Limited - Class A Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DLPN,"Dolphin Entertainment, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DLTH,Duluth Holdings Inc. - Class B Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DMAC,DiaMedica Therapeutics Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DMII,Drugs Made In America Acquisition II Corp. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DMRA,"Damora Therapeutics, Inc. - Ordinary Shares",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DMRC,Digimarc Corporation - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DNLI,Denali Therapeutics Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DNMX,Dynamix Corporation III - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DNUT,"Krispy Kreme, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DOCU,"DocuSign, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DOGZ,Dogness (International) Corporation - Class A Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DOMH,Dominari Holdings Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DOO,BRP Inc. - Common Subordinate Voting Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DORM,"Dorman Products, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DOX,Amdocs Limited - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DPRO,Draganfly Inc. - Common Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DPU,Top KingWin Ltd - Class A Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DPZ,Domino's Pizza Inc - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DRH,Diamondrock Hospitality Company - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DRIO,DarioHealth Corp. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DRMA,"Dermata Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DRS,"Leonardo DRS, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DRUG,Bright Minds Biosciences Inc. - common stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DRVN,Driven Brands Holdings Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DSGN,"Design Therapeutics, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DSGR,"Distribution Solutions Group, Inc. - Common Stock",stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
DSGX,The Descartes Systems Group Inc. - Common Stock,stock,1,no,nasdaq,,nasdaq; tier assigned nightly by FMP
